epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1009.56,0.51877,0.35184,0.88157,0.96964,0.9768,0.99188,0.87541,0.56428,0.3645,0.86204,0.000412749,0.000412749,0.000412749
40,1035.5,0.51724,0.3633,0.89765,0.97254,0.98471,0.99194,0.87552,0.54288,0.343,0.85039,0.000379743,0.000379743,0.000379743
41,1061.7,0.51898,0.33716,0.86969,0.97573,0.98362,0.99163,0.88371,0.54112,0.33886,0.85211,0.000346736,0.000346736,0.000346736
42,1087.24,0.51378,0.33029,0.85775,0.97565,0.98034,0.98972,0.87858,0.54341,0.33581,0.84856,0.000313729,0.000313729,0.000313729
43,1112.14,0.50505,0.31872,0.85487,0.96356,0.98471,0.99219,0.88124,0.54167,0.33531,0.84667,0.000280723,0.000280723,0.000280723
44,1136.77,0.48578,0.30816,0.85454,0.94743,0.9921,0.99168,0.89284,0.5242,0.31968,0.84262,0.000247716,0.000247716,0.000247716
45,1161.58,0.49527,0.30364,0.85794,0.97708,0.97859,0.99157,0.88628,0.52063,0.32363,0.84601,0.00021471,0.00021471,0.00021471
46,1186.23,0.49001,0.30713,0.85577,0.9718,0.98165,0.99185,0.89521,0.50854,0.30697,0.84393,0.000181703,0.000181703,0.000181703
47,1211.62,0.47757,0.29882,0.84864,0.96969,0.97841,0.99131,0.89191,0.50814,0.31005,0.84023,0.000148696,0.000148696,0.000148696
48,1236.61,0.47356,0.28648,0.8418,0.96508,0.98165,0.99188,0.89358,0.51609,0.31398,0.84317,0.00011569,0.00011569,0.00011569
49,1261.39,0.46,0.27753,0.84879,0.96998,0.97248,0.99175,0.89942,0.50428,0.30603,0.83929,8.26832e-05,8.26832e-05,8.26832e-05
50,1286.81,0.46425,0.28519,0.84364,0.97261,0.97736,0.99163,0.89739,0.51005,0.30333,0.84047,4.96766e-05,4.96766e-05,4.96766e-05
