epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,819.135,0.71096,0.61889,1.03451,0.84024,0.77524,0.83744,0.63843,0.73153,0.54284,1.00676,0.000841835,0.000841835,0.000841835
27,850.411,0.713,0.61729,1.04121,0.9074,0.73141,0.83348,0.64911,0.73448,0.55018,0.99487,0.000808828,0.000808828,0.000808828
28,881.936,0.69581,0.59951,1.02478,0.82402,0.7882,0.80712,0.62374,0.73523,0.52903,0.9998,0.000775822,0.000775822,0.000775822
29,913.039,0.69755,0.60253,1.03292,0.84262,0.80341,0.83783,0.65727,0.70422,0.53092,0.98859,0.000742815,0.000742815,0.000742815
30,943.679,0.65639,0.54886,1.00985,0.81498,0.8295,0.84927,0.67316,0.68186,0.49705,0.97445,0.000709809,0.000709809,0.000709809
31,974.339,0.68789,0.57529,1.03859,0.90082,0.75897,0.83764,0.65493,0.70669,0.50648,0.97929,0.000676802,0.000676802,0.000676802
32,1006.33,0.63547,0.53408,1.00038,0.83861,0.79364,0.85416,0.66229,0.68211,0.49715,0.98859,0.000643795,0.000643795,0.000643795
33,1036.38,0.63896,0.54617,1.0103,0.85478,0.78595,0.83836,0.66108,0.70617,0.49823,0.98488,0.000610789,0.000610789,0.000610789
34,1067.42,0.65867,0.55954,1.01386,0.88711,0.76343,0.83056,0.66055,0.67195,0.4878,0.9674,0.000577782,0.000577782,0.000577782
35,1097.73,0.63776,0.53732,0.99946,0.83296,0.81292,0.83199,0.65439,0.6815,0.48948,0.97116,0.000544776,0.000544776,0.000544776
36,1128.03,0.64455,0.52029,1.00826,0.8753,0.78108,0.85511,0.67959,0.68496,0.46984,0.96881,0.000511769,0.000511769,0.000511769
37,1159.24,0.62999,0.52452,1.0036,0.88756,0.79524,0.8503,0.68434,0.66619,0.45747,0.96049,0.000478762,0.000478762,0.000478762
38,1191.86,0.61628,0.52568,0.99184,0.84468,0.79524,0.84093,0.67676,0.66578,0.46464,0.95819,0.000445756,0.000445756,0.000445756
39,1222.96,0.61351,0.51393,0.99298,0.86187,0.80158,0.85899,0.68616,0.6721,0.46016,0.962,0.000412749,0.000412749,0.000412749
40,1253.48,0.59742,0.49228,0.98307,0.88343,0.81206,0.85526,0.67841,0.64582,0.46214,0.95749,0.000379743,0.000379743,0.000379743
41,1285.34,0.59584,0.44125,0.96234,0.87695,0.77396,0.85167,0.67649,0.66657,0.45691,0.95915,0.000346736,0.000346736,0.000346736
42,1314.97,0.57768,0.42001,0.94663,0.88281,0.82282,0.8644,0.69879,0.64489,0.43814,0.94752,0.000313729,0.000313729,0.000313729
43,1344.54,0.56862,0.41011,0.94099,0.90013,0.80232,0.85873,0.69061,0.62873,0.43669,0.95231,0.000280723,0.000280723,0.000280723
44,1375.91,0.55769,0.39154,0.93696,0.90747,0.7876,0.8586,0.6959,0.63013,0.44081,0.94442,0.000247716,0.000247716,0.000247716
45,1405.69,0.54932,0.3779,0.92756,0.88263,0.79876,0.85665,0.70328,0.61963,0.42842,0.94518,0.00021471,0.00021471,0.00021471
46,1435.29,0.54176,0.3773,0.9296,0.87754,0.80348,0.86099,0.70198,0.62429,0.42193,0.94387,0.000181703,0.000181703,0.000181703
47,1465.12,0.53203,0.37054,0.92743,0.86586,0.83053,0.85942,0.70784,0.62047,0.42185,0.94388,0.000148696,0.000148696,0.000148696
48,1495.43,0.51858,0.35915,0.91783,0.87867,0.81764,0.86379,0.70704,0.62681,0.41648,0.93952,0.00011569,0.00011569,0.00011569
49,1525.11,0.51001,0.35343,0.91088,0.86194,0.84432,0.86933,0.70431,0.61144,0.40724,0.93906,8.26832e-05,8.26832e-05,8.26832e-05
50,1554.59,0.50719,0.3485,0.91534,0.84762,0.84349,0.86936,0.71052,0.60657,0.40584,0.93775,4.96766e-05,4.96766e-05,4.96766e-05
