epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,173.311,0.91403,0.83411,1.27154,0.8671,0.71534,0.77635,0.54099,1.15399,1.01573,1.43611,0.00127092,0.00127092,0.00127092
26,179.669,0.89254,0.80153,1.23399,0.88024,0.71987,0.79828,0.55643,1.13425,0.90886,1.40773,0.00125442,0.00125442,0.00125442
27,186.98,0.84267,0.75663,1.19182,0.80408,0.74083,0.78794,0.53987,1.15513,0.97634,1.46122,0.00123791,0.00123791,0.00123791
28,193.43,0.85215,0.73563,1.20216,0.86671,0.70995,0.76417,0.532,1.11844,0.95473,1.43915,0.00122141,0.00122141,0.00122141
29,200.506,0.84778,0.75753,1.21689,0.87265,0.71784,0.78292,0.565,1.08312,0.94337,1.34836,0.00120491,0.00120491,0.00120491
30,206.72,0.87058,0.77825,1.19691,0.78194,0.69742,0.75251,0.54225,1.08558,1.01505,1.41419,0.0011884,0.0011884,0.0011884
31,213.565,0.84331,0.73715,1.20037,0.87467,0.7043,0.79862,0.55316,1.18454,0.92056,1.44903,0.0011719,0.0011719,0.0011719
32,219.718,0.79577,0.70403,1.19159,0.8813,0.67316,0.77803,0.55476,1.10991,0.96027,1.38819,0.0011554,0.0011554,0.0011554
33,226.767,0.82342,0.72271,1.20119,0.89751,0.6977,0.77859,0.56594,1.05921,0.93279,1.34529,0.00113889,0.00113889,0.00113889
34,233.785,0.80538,0.70064,1.16368,0.82566,0.68141,0.76681,0.55013,1.11203,0.99243,1.35061,0.00112239,0.00112239,0.00112239
35,241.262,0.80741,0.7258,1.19156,0.92837,0.67191,0.77958,0.57448,1.01126,0.91537,1.29814,0.00110589,0.00110589,0.00110589
36,247.468,0.81088,0.70319,1.19115,0.86957,0.75217,0.80375,0.58118,1.0903,0.87033,1.35452,0.00108938,0.00108938,0.00108938
37,254.795,0.77735,0.66336,1.13391,0.85822,0.74433,0.80534,0.56419,1.09686,0.86236,1.36183,0.00107288,0.00107288,0.00107288
38,260.657,0.76378,0.66576,1.1563,0.90965,0.73966,0.80011,0.59613,1.04778,0.86112,1.35608,0.00105638,0.00105638,0.00105638
39,267.593,0.72856,0.62934,1.1158,0.90922,0.72746,0.80335,0.60767,1.05953,0.83657,1.34274,0.00103987,0.00103987,0.00103987
40,273.776,0.72469,0.62096,1.10424,0.88767,0.73001,0.80653,0.59104,1.02071,0.82524,1.37139,0.00102337,0.00102337,0.00102337
41,280.744,0.75109,0.64128,1.1449,0.87435,0.73257,0.80144,0.60338,1.01759,0.79465,1.35269,0.00100687,0.00100687,0.00100687
42,287.137,0.73268,0.63928,1.13443,0.87951,0.70317,0.79604,0.57882,1.04123,0.83584,1.36872,0.000990365,0.000990365,0.000990365
43,294.108,0.72164,0.61382,1.09854,0.86984,0.73274,0.79492,0.56597,1.08201,0.83149,1.42565,0.000973861,0.000973861,0.000973861
44,300.121,0.69207,0.61622,1.09061,0.85591,0.71357,0.78699,0.56597,1.0882,0.90153,1.43988,0.000957358,0.000957358,0.000957358
45,306.989,0.70809,0.60113,1.11343,0.85934,0.75946,0.8199,0.60659,1.04535,0.84712,1.35159,0.000940855,0.000940855,0.000940855
46,313.113,0.67735,0.58834,1.09286,0.87034,0.76393,0.81017,0.61595,0.95108,0.77487,1.27136,0.000924352,0.000924352,0.000924352
47,320.486,0.70305,0.59663,1.10714,0.85345,0.74085,0.79153,0.57783,0.97245,0.83846,1.28276,0.000907848,0.000907848,0.000907848
48,326.526,0.71497,0.60343,1.12216,0.87575,0.71242,0.78662,0.55462,1.04132,0.84542,1.32575,0.000891345,0.000891345,0.000891345
49,333.396,0.70969,0.59357,1.11398,0.88114,0.71677,0.7938,0.55507,1.09408,0.88894,1.36706,0.000874842,0.000874842,0.000874842
50,339.351,0.68974,0.56885,1.10287,0.87734,0.78402,0.81051,0.59493,0.95529,0.77189,1.27138,0.000858338,0.000858338,0.000858338
51,346.167,0.63368,0.52088,1.07037,0.91052,0.7419,0.82772,0.6119,0.99176,0.76922,1.28319,0.000841835,0.000841835,0.000841835
52,352.343,0.66755,0.57233,1.07794,0.86251,0.73803,0.80807,0.58763,1.01109,0.77552,1.31203,0.000825332,0.000825332,0.000825332
53,359.172,0.67078,0.58764,1.09621,0.86341,0.70335,0.78886,0.57989,1.01577,0.85257,1.30634,0.000808828,0.000808828,0.000808828
54,365.228,0.68508,0.58374,1.10898,0.87824,0.69374,0.78531,0.58511,0.99825,0.83027,1.27557,0.000792325,0.000792325,0.000792325
55,372.148,0.63838,0.53282,1.0557,0.89707,0.72895,0.80482,0.60346,0.94439,0.77496,1.24912,0.000775822,0.000775822,0.000775822
56,378.293,0.63025,0.53832,1.06042,0.88638,0.7301,0.80548,0.59296,1.02437,0.86984,1.30179,0.000759318,0.000759318,0.000759318
57,385.306,0.62378,0.52566,1.06216,0.82171,0.77379,0.80401,0.5932,1.00622,0.82872,1.28624,0.000742815,0.000742815,0.000742815
58,391.269,0.65147,0.5311,1.08582,0.89185,0.75455,0.80696,0.59462,0.99738,0.77738,1.30284,0.000726312,0.000726312,0.000726312
59,398.167,0.64599,0.54527,1.07461,0.89075,0.75462,0.8103,0.60654,0.94694,0.73356,1.26158,0.000709809,0.000709809,0.000709809
60,404.225,0.64497,0.56189,1.09956,0.89965,0.72394,0.80383,0.60818,0.95281,0.76814,1.26172,0.000693305,0.000693305,0.000693305
61,410.948,0.60407,0.52693,1.05492,0.88653,0.74812,0.81879,0.62411,0.92235,0.73187,1.23912,0.000676802,0.000676802,0.000676802
62,417.455,0.62151,0.52422,1.05853,0.86618,0.76822,0.804,0.5993,0.97821,0.76366,1.2559,0.000660299,0.000660299,0.000660299
63,424.482,0.62358,0.51958,1.07012,0.86329,0.74663,0.78822,0.58476,0.97969,0.81341,1.2982,0.000643795,0.000643795,0.000643795
64,430.457,0.6007,0.48395,1.03278,0.88504,0.73286,0.79967,0.58722,1.01895,0.8495,1.32494,0.000627292,0.000627292,0.000627292
65,437.33,0.60058,0.49783,1.03676,0.87018,0.76025,0.81861,0.61547,0.96682,0.77706,1.258,0.000610789,0.000610789,0.000610789
66,443.471,0.56708,0.46915,1.02682,0.92983,0.76025,0.8202,0.6226,0.94576,0.76923,1.26459,0.000594286,0.000594286,0.000594286
67,450.644,0.5689,0.46655,1.02122,0.90968,0.72732,0.81728,0.62367,0.95603,0.79289,1.25696,0.000577782,0.000577782,0.000577782
68,456.776,0.60272,0.49166,1.03896,0.92183,0.73803,0.8068,0.62619,0.92446,0.7476,1.23368,0.000561279,0.000561279,0.000561279
69,464.005,0.57489,0.47748,1.02597,0.91907,0.75487,0.81076,0.61178,0.96404,0.81157,1.27719,0.000544776,0.000544776,0.000544776
70,470.27,0.58231,0.47941,1.0454,0.91653,0.75563,0.81816,0.6204,0.94919,0.81797,1.27606,0.000528272,0.000528272,0.000528272
71,477.066,0.53848,0.45434,1.02091,0.91286,0.76798,0.82303,0.62905,0.93192,0.76935,1.25805,0.000511769,0.000511769,0.000511769
72,483.495,0.56314,0.45015,1.02763,0.90325,0.73153,0.79904,0.60102,1.04078,0.85137,1.33606,0.000495266,0.000495266,0.000495266
73,490.608,0.56745,0.47486,1.01673,0.90344,0.73025,0.80158,0.60994,0.97473,0.74408,1.29072,0.000478762,0.000478762,0.000478762
74,496.658,0.54692,0.46031,1.01693,0.91969,0.74413,0.80807,0.61089,0.97166,0.76465,1.29725,0.000462259,0.000462259,0.000462259
75,503.548,0.55738,0.44189,1.02194,0.89639,0.73801,0.82532,0.62173,0.95675,0.76846,1.29443,0.000445756,0.000445756,0.000445756
76,509.529,0.53663,0.43036,1.01002,0.92063,0.71894,0.8143,0.61617,0.97809,0.78346,1.30301,0.000429253,0.000429253,0.000429253
77,516.305,0.56199,0.45206,1.03887,0.89925,0.74413,0.81061,0.62306,0.95031,0.78147,1.28796,0.000412749,0.000412749,0.000412749
78,522.61,0.50128,0.41741,0.99684,0.87102,0.76458,0.81538,0.62771,0.94634,0.77056,1.27755,0.000396246,0.000396246,0.000396246
79,529.423,0.54614,0.44733,1.02487,0.91229,0.72856,0.79363,0.60592,0.97072,0.81801,1.29713,0.000379743,0.000379743,0.000379743
80,535.696,0.55233,0.43893,1.02532,0.90716,0.73912,0.81279,0.6202,0.96352,0.77139,1.30436,0.000363239,0.000363239,0.000363239
81,542.233,0.50044,0.42056,0.99052,0.89826,0.77433,0.82636,0.62749,0.9544,0.74382,1.29086,0.000346736,0.000346736,0.000346736
82,548.661,0.55718,0.44135,1.01932,0.92292,0.75433,0.82857,0.63477,0.91886,0.75371,1.27051,0.000330233,0.000330233,0.000330233
83,555.579,0.49842,0.42186,0.98833,0.91575,0.75139,0.82537,0.64791,0.88159,0.73223,1.24173,0.000313729,0.000313729,0.000313729
84,562.075,0.48876,0.42607,1.00066,0.92197,0.75469,0.82556,0.64621,0.88759,0.73483,1.24664,0.000297226,0.000297226,0.000297226
85,568.862,0.50036,0.40759,1.00652,0.92548,0.75117,0.82712,0.64085,0.91036,0.74324,1.2396,0.000280723,0.000280723,0.000280723
86,574.935,0.49528,0.40226,0.9991,0.90418,0.76028,0.82889,0.63831,0.89412,0.72432,1.2189,0.00026422,0.00026422,0.00026422
87,581.808,0.49806,0.42045,0.99913,0.90526,0.7642,0.83456,0.63418,0.9016,0.71934,1.22915,0.000247716,0.000247716,0.000247716
88,588.221,0.48207,0.39208,0.9914,0.86558,0.79397,0.8388,0.64136,0.9093,0.71632,1.25123,0.000231213,0.000231213,0.000231213
89,595.097,0.49201,0.39043,1.00079,0.89266,0.76729,0.82941,0.64256,0.90524,0.7233,1.25633,0.00021471,0.00021471,0.00021471
90,601.204,0.48889,0.40893,1.00187,0.90489,0.75601,0.82537,0.64119,0.8957,0.72941,1.25994,0.000198206,0.000198206,0.000198206
91,609.628,0.45582,0.3749,0.94609,0.87219,0.76507,0.812,0.63603,0.90111,0.77127,1.25914,0.000181703,0.000181703,0.000181703
92,615.812,0.45279,0.3441,0.92309,0.84398,0.76729,0.80689,0.63165,0.89428,0.79198,1.25283,0.0001652,0.0001652,0.0001652
93,622.593,0.42696,0.32504,0.91097,0.88947,0.74562,0.80736,0.63329,0.8697,0.7563,1.24521,0.000148696,0.000148696,0.000148696
94,628.572,0.42574,0.33487,0.91751,0.90535,0.7404,0.81402,0.63521,0.86891,0.70675,1.24473,0.000132193,0.000132193,0.000132193
95,635.229,0.43241,0.32906,0.92001,0.89551,0.75405,0.81528,0.63895,0.86573,0.6985,1.2336,0.00011569,0.00011569,0.00011569
96,641.255,0.40988,0.32038,0.90769,0.8767,0.75574,0.81406,0.63926,0.86781,0.70547,1.23239,9.91865e-05,9.91865e-05,9.91865e-05
97,648.477,0.42755,0.33128,0.92481,0.88748,0.74765,0.81306,0.64238,0.87116,0.7217,1.23787,8.26832e-05,8.26832e-05,8.26832e-05
98,654.639,0.41411,0.32344,0.92891,0.88477,0.75223,0.81218,0.64232,0.87465,0.72798,1.23907,6.61799e-05,6.61799e-05,6.61799e-05
99,661.167,0.41607,0.31741,0.91256,0.89089,0.76025,0.81802,0.63836,0.88308,0.73793,1.24561,4.96766e-05,4.96766e-05,4.96766e-05
100,667.234,0.38212,0.29378,0.8872,0.89763,0.74969,0.81525,0.63879,0.87972,0.72523,1.24818,3.31733e-05,3.31733e-05,3.31733e-05
