epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,485.005,0.768,0.58161,0.96475,0.91998,0.90168,0.93414,0.74172,0.77419,0.59632,0.94723,0.0014456,0.0014456,0.0014456
16,517.687,0.77099,0.56304,0.9684,0.92822,0.89925,0.94499,0.75091,0.79891,0.57939,0.95472,0.001406,0.001406,0.001406
17,549.409,0.74994,0.56967,0.95861,0.92454,0.89688,0.94272,0.75818,0.76514,0.55294,0.95641,0.0013664,0.0013664,0.0013664
18,582.123,0.73527,0.56385,0.95304,0.91236,0.92371,0.94082,0.75677,0.74913,0.54267,0.9336,0.0013268,0.0013268,0.0013268
19,613.696,0.76049,0.55803,0.96472,0.91843,0.91798,0.94557,0.74118,0.80786,0.5585,0.96125,0.0012872,0.0012872,0.0012872
20,645.893,0.72929,0.5253,0.95318,0.94824,0.90647,0.94674,0.75052,0.78344,0.53841,0.9609,0.0012476,0.0012476,0.0012476
21,677.238,0.70258,0.52075,0.94666,0.90729,0.91525,0.93784,0.77117,0.72556,0.55657,0.92821,0.001208,0.001208,0.001208
22,709.518,0.7099,0.51899,0.94226,0.9571,0.90956,0.95484,0.77819,0.73322,0.51037,0.93414,0.0011684,0.0011684,0.0011684
23,741.468,0.69983,0.51666,0.94595,0.95579,0.90887,0.95465,0.78328,0.72748,0.51748,0.92861,0.0011288,0.0011288,0.0011288
24,773.033,0.69529,0.51323,0.93784,0.9398,0.91127,0.94699,0.77475,0.71279,0.5241,0.91692,0.0010892,0.0010892,0.0010892
25,805.812,0.68756,0.4987,0.94074,0.93911,0.90887,0.9518,0.78623,0.70573,0.51223,0.92642,0.0010496,0.0010496,0.0010496
26,837.531,0.68962,0.49751,0.93894,0.9475,0.90883,0.95246,0.7732,0.71447,0.51141,0.91361,0.00101,0.00101,0.00101
27,870.64,0.67268,0.49091,0.92395,0.94335,0.91607,0.9476,0.77719,0.70023,0.49676,0.91267,0.0009704,0.0009704,0.0009704
28,902.214,0.66658,0.46397,0.93667,0.95024,0.91588,0.95069,0.77084,0.71774,0.49654,0.90954,0.0009308,0.0009308,0.0009308
29,934.529,0.67069,0.46576,0.93176,0.94338,0.91896,0.95235,0.78723,0.69176,0.48454,0.92123,0.0008912,0.0008912,0.0008912
30,965.999,0.64988,0.46272,0.91954,0.94002,0.92806,0.95804,0.80722,0.67534,0.46948,0.90171,0.0008516,0.0008516,0.0008516
31,998.194,0.65653,0.46352,0.92083,0.95213,0.92086,0.96554,0.81295,0.6629,0.45049,0.89563,0.000812,0.000812,0.000812
32,1030.09,0.64619,0.44877,0.91699,0.95842,0.93958,0.96707,0.82159,0.63692,0.42805,0.88386,0.0007724,0.0007724,0.0007724
33,1061.86,0.64067,0.45354,0.9213,0.93724,0.93116,0.95843,0.80358,0.6664,0.46084,0.89177,0.0007328,0.0007328,0.0007328
34,1093.92,0.62261,0.42968,0.90894,0.94045,0.95204,0.96486,0.82353,0.6483,0.41706,0.88493,0.0006932,0.0006932,0.0006932
35,1125.87,0.61955,0.42815,0.90598,0.94752,0.93525,0.96356,0.80815,0.6786,0.45255,0.89694,0.0006536,0.0006536,0.0006536
36,1158.57,0.60942,0.42364,0.90117,0.95479,0.94005,0.96297,0.81792,0.64969,0.43776,0.88531,0.000614,0.000614,0.000614
37,1190.53,0.61378,0.41861,0.90584,0.95684,0.91607,0.96505,0.8213,0.65064,0.42968,0.88725,0.0005744,0.0005744,0.0005744
38,1223.43,0.59984,0.40288,0.90337,0.96276,0.92987,0.96677,0.82859,0.6304,0.42034,0.87722,0.0005348,0.0005348,0.0005348
39,1255.49,0.58662,0.3974,0.90752,0.94695,0.94176,0.96713,0.82997,0.6218,0.42008,0.88034,0.0004952,0.0004952,0.0004952
40,1288.35,0.59068,0.39957,0.8995,0.94129,0.94005,0.97095,0.83002,0.62604,0.40599,0.8837,0.0004556,0.0004556,0.0004556
41,1320.63,0.59816,0.3694,0.87708,0.95815,0.93342,0.96746,0.82919,0.63521,0.40357,0.88167,0.000416,0.000416,0.000416
42,1352.39,0.57896,0.36371,0.87092,0.97478,0.92689,0.96946,0.83583,0.61937,0.39423,0.87641,0.0003764,0.0003764,0.0003764
43,1383.57,0.57463,0.34827,0.8763,0.95636,0.94598,0.9716,0.842,0.59826,0.39084,0.86951,0.0003368,0.0003368,0.0003368
44,1415.5,0.56433,0.34797,0.87,0.95619,0.94219,0.97239,0.83976,0.59783,0.37914,0.87004,0.0002972,0.0002972,0.0002972
45,1447.17,0.55628,0.3329,0.87464,0.9699,0.93525,0.96915,0.84113,0.59752,0.38439,0.87214,0.0002576,0.0002576,0.0002576
46,1478.06,0.54427,0.32887,0.86538,0.96311,0.93918,0.97415,0.85204,0.58437,0.37625,0.86651,0.000218,0.000218,0.000218
47,1509.85,0.5348,0.32749,0.8626,0.95849,0.94131,0.97091,0.84899,0.58728,0.37141,0.86524,0.0001784,0.0001784,0.0001784
48,1540.65,0.52579,0.31135,0.85643,0.9474,0.95031,0.97144,0.84011,0.59728,0.37493,0.86763,0.0001388,0.0001388,0.0001388
49,1572.03,0.51834,0.31323,0.85597,0.96304,0.93765,0.97107,0.84435,0.58325,0.37431,0.86477,9.92e-05,9.92e-05,9.92e-05
50,1603.37,0.5151,0.30247,0.85718,0.95502,0.94005,0.97058,0.84881,0.57265,0.3672,0.85961,5.96e-05,5.96e-05,5.96e-05
